store_id,day,start_time_local,end_time_local
5060510610554371981,1,00:00:00,00:15:00
9005010624811713677,3,00:00:00,00:15:00
9005010624811713677,4,00:00:00,00:15:00
9005010624811713677,0,00:00:00,00:15:00
9005010624811713677,2,00:00:00,00:15:00
4243420246305474977,4,00:00:00,00:15:00
4243420246305474977,0,00:00:00,00:15:00
4243420246305474977,3,00:00:00,00:15:00
4243420246305474977,2,00:00:00,00:15:00
1058415345127439531,5,00:00:00,00:15:00
1058415345127439531,6,00:00:00,00:15:00
4664919917225425354,3,00:00:00,00:15:00
4664919917225425354,1,00:00:00,00:15:00
4664919917225425354,4,00:00:00,00:15:00
4664919917225425354,5,00:00:00,00:15:00
4664919917225425354,2,00:00:00,00:15:00
4493671975462354916,6,00:00:00,00:19:00
4493671975462354916,4,00:00:00,00:19:00
4493671975462354916,1,00:00:00,00:19:00
4493671975462354916,5,00:00:00,00:19:00
4493671975462354916,2,00:00:00,00:19:00
4493671975462354916,0,00:00:00,00:19:00
4493671975462354916,3,00:00:00,00:19:00
6288914411805113421,5,00:00:00,00:25:00
6288914411805113421,6,00:00:00,00:25:00
8909496802192683651,5,00:00:00,00:25:00
8909496802192683651,6,00:00:00,00:25:00
2297948296166828446,5,00:00:00,00:25:00
2297948296166828446,6,00:00:00,00:25:00
7325416583529585838,6,00:00:00,00:25:00
6770318841043018990,5,00:00:00,00:25:00
6770318841043018990,6,00:00:00,00:25:00
5081534068159938304,6,00:00:00,00:29:00
5081534068159938304,4,00:00:00,00:29:00
5081534068159938304,0,00:00:00,00:29:00
5081534068159938304,3,00:00:00,00:29:00
5081534068159938304,5,00:00:00,00:29:00
5081534068159938304,2,00:00:00,00:29:00
5366072592790137092,0,00:00:00,00:29:00
1136568205036649988,3,00:00:00,00:29:00
1136568205036649988,2,00:00:00,00:29:00
1136568205036649988,1,00:00:00,00:29:00
1136568205036649988,6,00:00:00,00:29:00
1136568205036649988,5,00:00:00,00:29:00
1136568205036649988,4,00:00:00,00:29:00
1136568205036649988,0,00:00:00,00:29:00
6642226438879069200,4,00:00:00,00:29:00
6642226438879069200,0,00:00:00,00:29:00
6642226438879069200,6,00:00:00,00:29:00
6642226438879069200,2,00:00:00,00:29:00
6642226438879069200,1,00:00:00,00:29:00
6642226438879069200,3,00:00:00,00:29:00
6642226438879069200,5,00:00:00,00:29:00
7433398711719243797,6,00:00:00,00:29:00
7433398711719243797,5,00:00:00,00:29:00
2377210718332421400,0,00:00:00,00:29:00
2377210718332421400,4,00:00:00,00:29:00
2377210718332421400,3,00:00:00,00:29:00
2377210718332421400,6,00:00:00,00:29:00
2377210718332421400,1,00:00:00,00:29:00
2377210718332421400,2,00:00:00,00:29:00
2377210718332421400,5,00:00:00,00:29:00
7185648782998525210,5,00:00:00,00:29:00
7185648782998525210,6,00:00:00,00:29:00
8105787185477488922,3,00:00:00,00:29:00
8105787185477488922,0,00:00:00,00:29:00
8105787185477488922,2,00:00:00,00:29:00
8105787185477488922,4,00:00:00,00:29:00
8105787185477488922,1,00:00:00,00:29:00
3907771017528016154,2,00:00:00,00:29:00
3907771017528016154,4,00:00:00,00:29:00
3907771017528016154,1,00:00:00,00:29:00
3907771017528016154,6,00:00:00,00:29:00
3907771017528016154,0,00:00:00,00:29:00
3907771017528016154,5,00:00:00,00:29:00
3907771017528016154,3,00:00:00,00:29:00
1842690252125283102,0,00:00:00,00:29:00
1842690252125283102,2,00:00:00,00:29:00
1842690252125283102,3,00:00:00,00:29:00
1842690252125283102,4,00:00:00,00:29:00
8047519486931112223,1,00:00:00,00:29:00
8047519486931112223,2,00:00:00,00:29:00
8047519486931112223,6,00:00:00,00:29:00
8047519486931112223,3,00:00:00,00:29:00
8047519486931112223,4,00:00:00,00:29:00
8047519486931112223,0,00:00:00,00:29:00
8047519486931112223,5,00:00:00,00:29:00
3493963246020552747,3,00:00:00,00:29:00
3493963246020552747,4,00:00:00,00:29:00
3493963246020552747,0,00:00:00,00:29:00
3493963246020552747,1,00:00:00,00:29:00
3493963246020552747,5,00:00:00,00:29:00
3493963246020552747,2,00:00:00,00:29:00
3493963246020552747,6,00:00:00,00:29:00
1964920647161734444,6,00:00:00,00:29:00
6422142558680745524,1,00:00:00,00:29:00
6422142558680745524,3,00:00:00,00:29:00
6422142558680745524,0,00:00:00,00:29:00
6422142558680745524,2,00:00:00,00:29:00
6422142558680745524,4,00:00:00,00:29:00
6422142558680745524,5,00:00:00,00:29:00
6422142558680745524,6,00:00:00,00:29:00
493317329045884725,5,00:00:00,00:29:00
493317329045884725,1,00:00:00,00:29:00
493317329045884725,3,00:00:00,00:29:00
493317329045884725,2,00:00:00,00:29:00
493317329045884725,4,00:00:00,00:29:00
493317329045884725,6,00:00:00,00:29:00
493317329045884725,0,00:00:00,00:29:00
2028997236413341493,5,00:00:00,00:29:00
2028997236413341493,0,00:00:00,00:29:00
2028997236413341493,6,00:00:00,00:29:00
2028997236413341493,4,00:00:00,00:29:00
2028997236413341493,1,00:00:00,00:29:00
2028997236413341493,2,00:00:00,00:29:00
2028997236413341493,3,00:00:00,00:29:00
9126641881664734775,6,00:00:00,00:29:00
2318689877042246714,4,00:00:00,00:29:00
2318689877042246714,1,00:00:00,00:29:00
2318689877042246714,2,00:00:00,00:29:00
2318689877042246714,0,00:00:00,00:29:00
2318689877042246714,3,00:00:00,00:29:00
7811790376454865729,6,00:00:00,00:29:00
4685930955531227474,4,00:00:00,00:29:00
4685930955531227474,1,00:00:00,00:29:00
4685930955531227474,6,00:00:00,00:29:00
4685930955531227474,0,00:00:00,00:29:00
4685930955531227474,2,00:00:00,00:29:00
4685930955531227474,5,00:00:00,00:29:00
4685930955531227474,3,00:00:00,00:29:00
1031837096861134419,6,00:00:00,00:29:00
7835778529962141524,6,00:00:00,00:29:00
7835778529962141524,2,00:00:00,00:29:00
7835778529962141524,5,00:00:00,00:29:00
7835778529962141524,4,00:00:00,00:29:00
7835778529962141524,1,00:00:00,00:29:00
7835778529962141524,3,00:00:00,00:29:00
7835778529962141524,0,00:00:00,00:29:00
5308654406249800276,4,00:00:00,00:29:00
5308654406249800276,6,00:00:00,00:29:00
5308654406249800276,5,00:00:00,00:29:00
5308654406249800276,1,00:00:00,00:29:00
5308654406249800276,0,00:00:00,00:29:00
5308654406249800276,3,00:00:00,00:29:00
5308654406249800276,2,00:00:00,00:29:00
6793711426025564515,3,00:00:00,00:29:00
6793711426025564515,6,00:00:00,00:29:00
6793711426025564515,5,00:00:00,00:29:00
6793711426025564515,2,00:00:00,00:29:00
6793711426025564515,4,00:00:00,00:29:00
6793711426025564515,1,00:00:00,00:29:00
6793711426025564515,0,00:00:00,00:29:00
4932034334218266470,6,00:00:00,00:29:00
4932034334218266470,5,00:00:00,00:29:00
504331488096931942,5,00:00:00,00:29:00
504331488096931942,3,00:00:00,00:29:00
504331488096931942,0,00:00:00,00:29:00
504331488096931942,6,00:00:00,00:29:00
504331488096931942,4,00:00:00,00:29:00
5732366815804134764,5,00:00:00,00:29:00
5732366815804134764,3,00:00:00,00:29:00
5732366815804134764,2,00:00:00,00:29:00
5732366815804134764,0,00:00:00,00:29:00
5732366815804134764,4,00:00:00,00:29:00
5732366815804134764,1,00:00:00,00:29:00
5732366815804134764,6,00:00:00,00:29:00
7010869599102115952,6,00:00:00,00:29:00
7010869599102115952,4,00:00:00,00:29:00
7010869599102115952,0,00:00:00,00:29:00
7010869599102115952,5,00:00:00,00:29:00
7010869599102115952,1,00:00:00,00:29:00
7010869599102115952,3,00:00:00,00:29:00
7010869599102115952,2,00:00:00,00:29:00
4364263945739383156,6,00:00:00,00:29:00
4364263945739383156,3,00:00:00,00:29:00
4364263945739383156,5,00:00:00,00:29:00
4364263945739383156,2,00:00:00,00:29:00
4364263945739383156,4,00:00:00,00:29:00
4364263945739383156,1,00:00:00,00:29:00
4364263945739383156,0,00:00:00,00:29:00
4379354991255025015,0,00:00:00,00:29:00
4379354991255025015,5,00:00:00,00:29:00
4379354991255025015,3,00:00:00,00:29:00
4379354991255025015,2,00:00:00,00:29:00
4379354991255025015,6,00:00:00,00:29:00
4379354991255025015,1,00:00:00,00:29:00
4379354991255025015,4,00:00:00,00:29:00
378275369516731770,0,00:00:00,00:29:00
378275369516731770,3,00:00:00,00:29:00
378275369516731770,4,00:00:00,00:29:00
378275369516731770,6,00:00:00,00:29:00
378275369516731770,5,00:00:00,00:29:00
8116362978308681852,5,00:00:00,00:29:00
8116362978308681852,3,00:00:00,00:29:00
8116362978308681852,6,00:00:00,00:29:00
8116362978308681852,1,00:00:00,00:29:00
8116362978308681852,4,00:00:00,00:29:00
8116362978308681852,0,00:00:00,00:29:00
8116362978308681852,2,00:00:00,00:29:00
3222867204723981696,3,00:00:00,00:29:00
3222867204723981696,5,00:00:00,00:29:00
3222867204723981696,1,00:00:00,00:29:00
3222867204723981696,4,00:00:00,00:29:00
3222867204723981696,6,00:00:00,00:29:00
3222867204723981696,2,00:00:00,00:29:00
3222867204723981696,0,00:00:00,00:29:00
6528136910022483077,5,00:00:00,00:29:00
6528136910022483077,6,00:00:00,00:29:00
745188503806002059,4,00:00:00,00:29:00
745188503806002059,0,00:00:00,00:29:00
745188503806002059,6,00:00:00,00:29:00
745188503806002059,5,00:00:00,00:29:00
745188503806002059,1,00:00:00,00:29:00
745188503806002059,2,00:00:00,00:29:00
745188503806002059,3,00:00:00,00:29:00
1472400125885919118,4,00:00:00,00:29:00
1472400125885919118,2,00:00:00,00:29:00
1472400125885919118,0,00:00:00,00:29:00
1472400125885919118,1,00:00:00,00:29:00
1472400125885919118,3,00:00:00,00:29:00
4913959739000535695,6,00:00:00,00:29:00
7001015127375054226,4,00:00:00,00:29:00
3334248282862149533,1,00:00:00,00:29:00
3334248282862149533,0,00:00:00,00:29:00
3334248282862149533,4,00:00:00,00:29:00
3334248282862149533,3,00:00:00,00:29:00
3334248282862149533,2,00:00:00,00:29:00
7902530419114664351,3,00:00:00,00:29:00
7902530419114664351,4,00:00:00,00:29:00
7902530419114664351,5,00:00:00,00:29:00
7902530419114664351,2,00:00:00,00:29:00
7902530419114664351,6,00:00:00,00:29:00
7902530419114664351,1,00:00:00,00:29:00
7902530419114664351,0,00:00:00,00:29:00
7603111374779490975,1,00:00:00,00:29:00
7603111374779490975,4,00:00:00,00:29:00
7603111374779490975,5,00:00:00,00:29:00
7603111374779490975,3,00:00:00,00:29:00
7603111374779490975,2,00:00:00,00:29:00
7603111374779490975,0,00:00:00,00:29:00
7603111374779490975,6,00:00:00,00:29:00
518310958103527074,5,00:00:00,00:29:00
518310958103527074,3,00:00:00,00:29:00
518310958103527074,6,00:00:00,00:29:00
518310958103527074,2,00:00:00,00:29:00
518310958103527074,4,00:00:00,00:29:00
518310958103527074,0,00:00:00,00:29:00
518310958103527074,1,00:00:00,00:29:00
2378470629235571118,6,00:00:00,00:29:00
2378470629235571118,5,00:00:00,00:29:00
7112029927194761648,3,00:00:00,00:29:00
7112029927194761648,5,00:00:00,00:29:00
7112029927194761648,0,00:00:00,00:29:00
7112029927194761648,6,00:00:00,00:29:00
7112029927194761648,2,00:00:00,00:29:00
7112029927194761648,1,00:00:00,00:29:00
7112029927194761648,4,00:00:00,00:29:00
1176400014944170417,2,00:00:00,00:29:00
1176400014944170417,4,00:00:00,00:29:00
1176400014944170417,0,00:00:00,00:29:00
1176400014944170417,3,00:00:00,00:29:00
1176400014944170417,6,00:00:00,00:29:00
1176400014944170417,1,00:00:00,00:29:00
3308515119726459062,0,00:00:00,00:29:00
3308515119726459062,3,00:00:00,00:29:00
3308515119726459062,2,00:00:00,00:29:00
3308515119726459062,4,00:00:00,00:29:00
6358850518527971767,3,00:00:00,00:29:00
6358850518527971767,5,00:00:00,00:29:00
6358850518527971767,1,00:00:00,00:29:00
6358850518527971767,0,00:00:00,00:29:00
6358850518527971767,4,00:00:00,00:29:00
6358850518527971767,6,00:00:00,00:29:00
6358850518527971767,2,00:00:00,00:29:00
1003200614770244799,0,00:00:00,00:29:00
1003200614770244799,3,00:00:00,00:29:00
1003200614770244799,4,00:00:00,00:29:00
1003200614770244799,2,00:00:00,00:29:00
6616895453551679938,4,00:00:00,00:29:00
6616895453551679938,2,00:00:00,00:29:00
6616895453551679938,5,00:00:00,00:29:00
6616895453551679938,1,00:00:00,00:29:00
6616895453551679938,6,00:00:00,00:29:00
6616895453551679938,3,00:00:00,00:29:00
6616895453551679938,0,00:00:00,00:29:00
6132561634071947721,0,00:00:00,00:29:00
6132561634071947721,6,00:00:00,00:29:00
6132561634071947721,2,00:00:00,00:29:00
6132561634071947721,3,00:00:00,00:29:00
6132561634071947721,5,00:00:00,00:29:00
6132561634071947721,4,00:00:00,00:29:00
6132561634071947721,1,00:00:00,00:29:00
7454621293638345421,2,00:00:00,00:29:00
7454621293638345421,0,00:00:00,00:29:00
7454621293638345421,6,00:00:00,00:29:00
7454621293638345421,4,00:00:00,00:29:00
7454621293638345421,3,00:00:00,00:29:00
7454621293638345421,5,00:00:00,00:29:00
7454621293638345421,1,00:00:00,00:29:00
5144492435546374097,6,00:00:00,00:29:00
260465380976367836,5,00:00:00,00:29:00
8725298190055156450,4,00:00:00,00:29:00
8725298190055156450,1,00:00:00,00:29:00
8725298190055156450,5,00:00:00,00:29:00
8725298190055156450,6,00:00:00,00:29:00
8725298190055156450,0,00:00:00,00:29:00
8725298190055156450,3,00:00:00,00:29:00
8725298190055156450,2,00:00:00,00:29:00
8321212931916594154,2,00:00:00,00:29:00
8321212931916594154,3,00:00:00,00:29:00
8321212931916594154,5,00:00:00,00:29:00
8321212931916594154,4,00:00:00,00:29:00
8321212931916594154,0,00:00:00,00:29:00
8321212931916594154,6,00:00:00,00:29:00
8321212931916594154,1,00:00:00,00:29:00
7475468940124734698,3,00:00:00,00:29:00
7475468940124734698,5,00:00:00,00:29:00
7475468940124734698,6,00:00:00,00:29:00
7475468940124734698,4,00:00:00,00:29:00
7475468940124734698,0,00:00:00,00:29:00
7475468940124734698,2,00:00:00,00:29:00
7475468940124734698,1,00:00:00,00:29:00
2680918734581318636,6,00:00:00,00:29:00
3120753499686608366,0,00:00:00,00:29:00
3120753499686608366,5,00:00:00,00:29:00
3120753499686608366,1,00:00:00,00:29:00
3120753499686608366,3,00:00:00,00:29:00
3120753499686608366,6,00:00:00,00:29:00
3120753499686608366,2,00:00:00,00:29:00
3120753499686608366,4,00:00:00,00:29:00
5223121655148958959,2,00:00:00,00:29:00
5223121655148958959,4,00:00:00,00:29:00
5223121655148958959,0,00:00:00,00:29:00
5223121655148958959,3,00:00:00,00:29:00
5223121655148958959,1,00:00:00,00:29:00
5223121655148958959,6,00:00:00,00:29:00
5223121655148958959,5,00:00:00,00:29:00
1974373889292906486,0,00:00:00,00:29:00
1974373889292906486,4,00:00:00,00:29:00
1974373889292906486,6,00:00:00,00:29:00
1974373889292906486,5,00:00:00,00:29:00
1974373889292906486,3,00:00:00,00:29:00
1881687535241894391,3,00:00:00,00:29:00
1881687535241894391,2,00:00:00,00:29:00
1881687535241894391,0,00:00:00,00:29:00
7108873971920180998,5,00:00:00,00:30:00
7108873971920180998,6,00:00:00,00:30:00
695574241089458954,6,00:00:00,00:30:00
695574241089458954,0,00:00:00,00:30:00
695574241089458954,5,00:00:00,00:30:00
695574241089458954,3,00:00:00,00:30:00
695574241089458954,4,00:00:00,00:30:00
695574241089458954,1,00:00:00,00:30:00
695574241089458954,2,00:00:00,00:30:00
6724364629492641548,6,00:00:00,00:30:00
6724364629492641548,5,00:00:00,00:30:00
7966231803022919948,6,00:00:00,00:30:00
7966231803022919948,1,00:00:00,00:30:00
7966231803022919948,4,00:00:00,00:30:00
7966231803022919948,3,00:00:00,00:30:00
7966231803022919948,2,00:00:00,00:30:00
7966231803022919948,5,00:00:00,00:30:00
7966231803022919948,0,00:00:00,00:30:00
4128401071011000078,6,00:00:00,00:30:00
4128401071011000078,5,00:00:00,00:30:00
5326692589277424912,5,00:00:00,00:30:00
5326692589277424912,3,00:00:00,00:30:00
5326692589277424912,1,00:00:00,00:30:00
5326692589277424912,4,00:00:00,00:30:00
5326692589277424912,0,00:00:00,00:30:00
5326692589277424912,6,00:00:00,00:30:00
6442890116877892376,1,00:00:00,00:30:00
6442890116877892376,2,00:00:00,00:30:00
2826201898603825180,6,00:00:00,00:30:00
2826201898603825180,5,00:00:00,00:30:00
8762365430607158049,5,00:00:00,00:30:00
8762365430607158049,6,00:00:00,00:30:00
3771353448262714660,5,00:00:00,00:30:00
3771353448262714660,6,00:00:00,00:30:00
3303034770960654914,3,00:00:00,00:30:00
3303034770960654914,6,00:00:00,00:30:00
3303034770960654914,1,00:00:00,00:30:00
3303034770960654914,2,00:00:00,00:30:00
3303034770960654914,4,00:00:00,00:30:00
3303034770960654914,0,00:00:00,00:30:00
3303034770960654914,5,00:00:00,00:30:00
3720150951600933187,6,00:00:00,00:30:00
3720150951600933187,4,00:00:00,00:30:00
3720150951600933187,2,00:00:00,00:30:00
3720150951600933187,5,00:00:00,00:30:00
3720150951600933187,3,00:00:00,00:30:00
3720150951600933187,1,00:00:00,00:30:00
3720150951600933187,0,00:00:00,00:30:00
2184982520251900233,4,00:00:00,00:30:00
2184982520251900233,5,00:00:00,00:30:00
2184982520251900233,6,00:00:00,00:30:00
4722358907928340553,5,00:00:00,00:30:00
4722358907928340553,6,00:00:00,00:30:00
2859537849758033752,5,00:00:00,00:30:00
2859537849758033752,6,00:00:00,00:30:00
2862628250099307864,6,00:00:00,00:30:00
2862628250099307864,5,00:00:00,00:30:00
4593670346093618013,5,00:00:00,00:30:00
4593670346093618013,6,00:00:00,00:30:00
2064577456810792286,0,00:00:00,00:30:00
2064577456810792286,1,00:00:00,00:30:00
2064577456810792286,2,00:00:00,00:30:00
4609527820431472223,6,00:00:00,00:30:00
4609527820431472223,5,00:00:00,00:30:00
5774859487004626799,5,00:00:00,00:30:00
5774859487004626799,6,00:00:00,00:30:00
7421407536615181179,3,00:00:00,00:30:00
7421407536615181179,1,00:00:00,00:30:00
7421407536615181179,2,00:00:00,00:30:00
7421407536615181179,5,00:00:00,00:30:00
7421407536615181179,6,00:00:00,00:30:00
7421407536615181179,4,00:00:00,00:30:00
7421407536615181179,0,00:00:00,00:30:00
2572825156232404347,3,00:00:00,00:30:00
2572825156232404347,4,00:00:00,00:30:00
2572825156232404347,1,00:00:00,00:30:00
2572825156232404347,5,00:00:00,00:30:00
2572825156232404347,2,00:00:00,00:30:00
2572825156232404347,0,00:00:00,00:30:00
2572825156232404347,6,00:00:00,00:30:00
7304952626670557824,1,00:00:00,00:30:00
7304952626670557824,2,00:00:00,00:30:00
1230398065636822664,1,00:00:00,00:30:00
1230398065636822664,2,00:00:00,00:30:00
8167861777770124168,4,00:00:00,00:30:00
8167861777770124168,5,00:00:00,00:30:00
6142596597725045640,5,00:00:00,00:30:00
6142596597725045640,6,00:00:00,00:30:00
6142596597725045640,2,00:00:00,00:30:00
6142596597725045640,0,00:00:00,00:30:00
6142596597725045640,3,00:00:00,00:30:00
6142596597725045640,1,00:00:00,00:30:00
6142596597725045640,4,00:00:00,00:30:00
2863078903068127887,5,00:00:00,00:30:00
2863078903068127887,6,00:00:00,00:30:00
3160686064101761937,0,00:00:00,00:30:00
3160686064101761937,1,00:00:00,00:30:00
3160686064101761937,4,00:00:00,00:30:00
3160686064101761937,2,00:00:00,00:30:00
3160686064101761937,3,00:00:00,00:30:00
6588818705311790995,0,00:00:00,00:30:00
6588818705311790995,1,00:00:00,00:30:00
6588818705311790995,6,00:00:00,00:30:00
6588818705311790995,3,00:00:00,00:30:00
6588818705311790995,2,00:00:00,00:30:00
6588818705311790995,5,00:00:00,00:30:00
6588818705311790995,4,00:00:00,00:30:00
803660137715457430,0,00:00:00,00:30:00
803660137715457430,4,00:00:00,00:30:00
803660137715457430,3,00:00:00,00:30:00
803660137715457430,1,00:00:00,00:30:00
2933733739106941079,4,00:00:00,00:30:00
2933733739106941079,1,00:00:00,00:30:00
2933733739106941079,3,00:00:00,00:30:00
2933733739106941079,0,00:00:00,00:30:00
3900231063921710249,3,00:00:00,00:30:00
3900231063921710249,2,00:00:00,00:30:00
3900231063921710249,0,00:00:00,00:30:00
7832076012890332596,6,00:00:00,00:30:00
7832076012890332596,5,00:00:00,00:30:00
7832076012890332596,4,00:00:00,00:30:00
5464330227070107573,2,00:00:00,00:30:00
5464330227070107573,1,00:00:00,00:30:00
5431103707326827707,6,00:00:00,00:30:00
5431103707326827707,5,00:00:00,00:30:00
4484507102093088703,0,00:00:00,00:30:00
4484507102093088703,6,00:00:00,00:30:00
6592609963459366848,6,00:00:00,00:30:00
3058415293345977027,5,00:00:00,00:30:00
3058415293345977027,6,00:00:00,00:30:00
3058415293345977027,4,00:00:00,00:30:00
8625481719089843404,6,00:00:00,00:30:00
8625481719089843404,5,00:00:00,00:30:00
8625481719089843404,4,00:00:00,00:30:00
773398263208964303,6,00:00:00,00:30:00
495352612200987088,6,00:00:00,00:30:00
495352612200987088,5,00:00:00,00:30:00
495352612200987088,3,00:00:00,00:30:00
495352612200987088,4,00:00:00,00:30:00
495352612200987088,2,00:00:00,00:30:00
495352612200987088,0,00:00:00,00:30:00
495352612200987088,1,00:00:00,00:30:00
2475139823695865307,3,00:00:00,00:30:00
6626583690575420636,0,00:00:00,00:30:00
6626583690575420636,4,00:00:00,00:30:00
6626583690575420636,6,00:00:00,00:30:00
6626583690575420636,5,00:00:00,00:30:00
6626583690575420636,1,00:00:00,00:30:00
6626583690575420636,2,00:00:00,00:30:00
6626583690575420636,3,00:00:00,00:30:00
7054026621216095964,2,00:00:00,00:30:00
7054026621216095964,1,00:00:00,00:30:00
1251293502881342943,6,00:00:00,00:30:00
1251293502881342943,5,00:00:00,00:30:00
8056279986154325992,5,00:00:00,00:30:00
8056279986154325992,6,00:00:00,00:30:00
8056279986154325992,0,00:00:00,00:30:00
882336681874281963,5,00:00:00,00:30:00
882336681874281963,6,00:00:00,00:30:00
1465244002967858929,1,00:00:00,00:30:00
1465244002967858929,2,00:00:00,00:30:00
1465244002967858929,0,00:00:00,00:30:00
274614981129391348,5,00:00:00,00:30:00
274614981129391348,6,00:00:00,00:30:00
274614981129391348,4,00:00:00,00:30:00
4828866459850659064,5,00:00:00,00:30:00
4828866459850659064,0,00:00:00,00:30:00
4828866459850659064,2,00:00:00,00:30:00
4828866459850659064,1,00:00:00,00:30:00
4828866459850659064,3,00:00:00,00:30:00
4828866459850659064,6,00:00:00,00:30:00
4828866459850659064,4,00:00:00,00:30:00
823362366523058169,2,00:00:00,00:30:00
823362366523058169,5,00:00:00,00:30:00
823362366523058169,6,00:00:00,00:30:00
823362366523058169,0,00:00:00,00:30:00
823362366523058169,1,00:00:00,00:30:00
823362366523058169,3,00:00:00,00:30:00
823362366523058169,4,00:00:00,00:30:00
8150351546045288251,3,00:00:00,00:35:00
8150351546045288251,2,00:00:00,00:35:00
8150351546045288251,1,00:00:00,00:35:00
8150351546045288251,4,00:00:00,00:35:00
3465633230040366608,6,00:00:00,00:45:00
3465633230040366608,5,00:00:00,00:45:00
3465633230040366608,0,00:00:00,00:45:00
5334085009382446620,0,00:00:00,00:45:00
